40,66,51,93
40,66,53,93
40,66,53,91
40,66,53,91
40,66,55,91
40,64,55,89
42,64,55,89
42,62,55,89
42,62,57,89
42,64,57,87
42,64,57,87
42,64,57,87
42,62,57,85
42,64,59,85
42,64,59,85
42,64,59,85
42,62,59,83
42,62,59,83
42,62,61,83
44,62,61,81
44,62,61,81
44,62,61,81
44,60,61,79
44,58,63,79
44,60,63,79
44,60,63,77
44,60,65,75
44,62,65,75
44,62,65,75
44,62,65,73
44,60,65,73
44,60,65,73
44,60,67,73
44,62,67,73
44,64,67,73
44,62,67,71
44,60,67,71
44,60,67,71
44,60,67,71
44,60,67,71
44,60,67,71
44,60,67,71
44,60,67,71
44,62,67,69
44,62,67,69
44,62,67,69
44,62,67,69
44,62,67,69
44,62,65,69
44,62,65,69
44,62,63,67
44,62,63,67
44,62,61,67
44,64,59,67
44,66,59,67
44,66,59,67
44,66,57,67
44,66,57,65
44,66,57,65
42,66,55,65
42,66,55,65
42,68,53,65
42,68,53,65
42,70,53,65
42,70,51,65
42,70,51,65
42,72,51,65
42,72,49,65
42,72,49,65
42,72,49,65
42,72,49,65
42,74,49,65
42,74,47,65
42,74,47,65
42,72,47,65
42,72,47,65
42,72,47,65
42,72,47,65
42,72,45,65
42,72,45,65
42,72,45,65
42,72,45,65
40,70,45,65
40,70,43,65
40,70,43,65
40,70,43,65
40,70,43,65
40,70,43,65
40,70,43,65
40,70,43,65
40,70,43,65
40,70,43,65
40,70,43,65
40,70,43,65
40,70,43,65
40,70,43,65
40,68,41,65
40,66,41,65
40,66,41,65
40,66,41,65
40,66,41,65
40,66,41,67
40,66,41,67
40,66,41,67
42,66,41,67
42,64,41,67
42,64,41,67
42,62,41,69
42,64,41,69
42,64,41,69
42,64,41,69
44,62,41,69
44,64,41,69
44,64,41,69
44,64,41,69
44,64,41,69
44,64,41,69
46,62,41,69
46,62,41,69
46,60,41,69
46,60,41,69
46,60,41,69
48,60,41,69
48,62,41,69
48,62,41,69
48,62,41,69
50,60,41,69
50,62,41,69
52,60,41,69
52,60,41,69
54,64,43,69
56,64,43,69
56,64,43,69
56,62,43,69
58,62,43,69
58,64,45,69
58,64,45,69
60,62,45,69
60,62,45,69
60,62,45,69
62,62,45,69
62,64,45,69
62,66,45,69
64,66,47,69
64,64,47,69
64,64,47,69
66,64,47,69
66,66,47,69
66,68,47,69
68,68,47,69
68,68,49,67
70,66,49,67
70,68,49,67
70,68,49,67
70,68,49,67
70,70,49,67
70,72,49,67
70,72,49,67
70,72,49,67
70,72,49,67
70,72,49,67
68,74,49,67
68,74,49,67
66,76,49,67
64,76,47,67
62,76,47,67
60,78,47,67
60,80,47,67
58,82,45,67
56,82,45,67
56,82,45,67
56,82,45,67
56,82,45,67
56,82,45,67
54,82,45,67
54,82,45,67
54,84,45,67
54,84,45,67
52,86,45,67
52,86,45,67
52,86,45,67
52,86,43,67
50,88,43,67
50,90,43,67
50,88,43,67
50,90,43,67
50,88,43,67
48,88,43,67
48,90,43,67
48,92,43,67
48,90,43,67
46,90,43,69
46,90,43,69
46,92,43,69
46,92,43,69
46,92,43,71
46,92,43,71
46,92,43,71
44,92,43,73
44,90,43,73
44,90,43,73
44,90,43,73
44,90,43,73
44,90,43,73
44,90,43,75
42,90,43,75
42,90,43,75
42,88,43,77
42,88,43,79
42,86,43,79
42,84,43,81
42,86,43,81
42,84,43,81
42,82,43,83
42,84,43,83
42,84,43,83
42,84,43,83
42,84,43,83
42,82,43,85
42,82,43,85
42,82,43,85
42,82,43,85
42,82,43,85
42,80,43,85
42,78,43,85
42,78,43,87
42,76,43,87
40,74,43,87
40,74,43,89
40,76,43,89
40,76,43,89
40,74,43,89
40,72,43,89
40,72,43,89
40,72,43,91
40,74,43,91
40,74,43,91
40,72,45,91
40,72,45,91
40,70,45,91
40,70,45,91
40,70,45,91
40,70,45,91
40,70,45,91
40,70,45,91
40,70,45,91
40,70,45,91
40,70,47,91
40,70,47,91
40,68,47,91
40,66,47,91
40,68,47,91
40,66,47,91
40,68,47,91
40,66,49,91
40,66,49,91
